Clade,Type,Host_Family,Host_Genus,Host_Sci_Name,Ocean,Region,host_tol,symb_ID,host_ID,T_MMM_05
C,C3,Pectiniidae,Pectinia,Mycedium lactuca,Indian,Phuket,0.892,762,481,30.38
C,C3,Pectiniidae,Pectinia,Mycedium paeonia,Indian,Phuket,0.936,762,482,30.38
C,C3,Pectiniidae,Oxypora,Oxypora lacera,Indian,Phuket,0.931,762,498,30.38
C,C3,Agariciidae,Pachyseris,Pachyseris rugosa,Indian,Phuket,0.783,762,503,30.38
C,C3,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Phuket,0.607,762,510,30.38
C,C3,Agariciidae,Pavona,Pavona duerdeni,Indian,Phuket,0.524,762,517,30.38
C,C3,Agariciidae,Pavona,Pavona explanulata,Indian,Phuket,0.966,762,519,30.38
C,C3,Agariciidae,Pavona,Pavona minuta,Indian,Phuket,0.368,762,524,30.38
C,C3,Agariciidae,Pavona,Pavona varians,Indian,Phuket,0.762,762,529,30.38
C,C3,Agariciidae,Pavona,Pavona venosa,Indian,Phuket,0.860,762,531,30.38
C,C3,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Phuket,0.285,762,536,30.38
C,C3,Faviidae,Platygyra,Platygyra daedalea,Indian,Phuket,0.546,762,539,30.38
C,C3,Fungiidae,Herpolitha,Platygyra limax,Indian,Phuket,0.620,762,545,30.38
C,C3,Faviidae,Platygyra,Platygyra pini,Indian,Phuket,0.617,762,547,30.38
C,C3,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,762,550,30.38
C,C3,Faviidae,Platygyra,Platygyra verweyi,Indian,Phuket,0.651,762,554,30.38
C,C3,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Phuket,0.285,762,556,30.38
C,C3,Fungiidae,Polyphyllia,Polyphyllia talpina,Indian,Phuket,0.835,762,600,30.38
C,C3,Siderastreidae,Psammocora,Psammocora digitata,Indian,Phuket,0.586,762,661,30.38
C,C3,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Phuket,0.436,762,708,30.38
C,C3,Mussidae,Symphyllia,Symphyllia agaricia,Indian,Phuket,0.899,762,710,30.38
C,C3,Mussidae,Symphyllia,Symphyllia radians,Indian,Phuket,0.877,762,713,30.38
C,C3,Mussidae,Symphyllia,Symphyllia recta,Indian,Phuket,0.884,762,715,30.38
C,C3,Dendrophylliidae,Turbinaria,Turbinaria frondens,Indian,Phuket,0.571,762,722,30.38
C,C3u,Acroporidae,Acropora,Acropora aspera,Indian,Phuket,0.593,752,8,30.38
C,C3u,Acroporidae,Acropora,Acropora austera,Indian,Phuket,0.767,752,10,30.38
C,C3u,Acroporidae,Acropora,Acropora digitifera,Indian,Phuket,0.682,752,30,30.38
C,C3u,Acroporidae,Acropora,Acropora formosa,Indian,Phuket,0.507,752,42,30.38
C,C3u,Acroporidae,Acropora,Acropora humilis,Indian,Phuket,0.489,752,53,30.38
C,C3u,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,752,54,30.38
C,C3u,Acroporidae,Acropora,Acropora nasuta,Indian,Phuket,0.411,752,73,30.38
C,C3u,Acroporidae,Acropora,Acropora nobilis,Indian,Phuket,0.658,752,76,30.38
C,C3u,Acroporidae,Acropora,Acropora samoensis,Indian,Phuket,0.885,752,91,30.38
C,C3u,Acroporidae,Acropora,Acropora secale,Indian,Phuket,0.690,752,95,30.38
C,C3u,Acroporidae,Acropora,Acropora solitaryensis,Indian,Phuket,0.701,752,99,30.38
C,C3u,Acroporidae,Acropora,Acropora sp.,Indian,Phuket,0.608,752,103,30.38
C,C3u,Acroporidae,Acropora,Acropora spicifera,Indian,Phuket,0.705,752,106,30.38
C,C3u,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,752,108,30.38
C,C3u,Acroporidae,Acropora,Acropora tenuis,Indian,Phuket,0.622,752,112,30.38
C,C3u,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,752,117,30.38
C,C3u,Mussidae,Australomussa ,Australomussa rowleyensis,Indian,Phuket,0.931,752,145,30.38
C,C3u,Agariciidae,Coeloseris,Coeloseris mayeri,Indian,Phuket,0.640,752,149,30.38
C,C3u,Faviidae,Cyphastrea,Cyphastrea serailia,Indian,Phuket,0.136,752,178,30.38
C,C3u,Faviidae,Cyphastrea,Cyphastrea sp.,Indian,Phuket,0.783,752,181,30.38
C,C3u,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Phuket,0.801,752,190,30.38
C,C3u,Pectiniidae,Echinophyllia,Echinophyllia aspera,Indian,Phuket,0.894,752,211,30.38
C,C3u,Faviidae,Echinopora,Echinopora gemmacea,Indian,Phuket,0.684,752,218,30.38
C,C3u,Faviidae,Echinopora,Echinopora horrida,Indian,Phuket,0.992,752,223,30.38
C,C3u,Faviidae,Echinopora,Echinopora lamellosa,Indian,Phuket,0.911,752,228,30.38
C,C3u,Faviidae,Echinopora,Echinopora sp.,Indian,Phuket,0.862,752,234,30.38
C,C3u,Euphyllidae,Euphyllia,Euphyllia ancora,Indian,Phuket,0.973,752,235,30.38
C,C3u,Faviidae,Favia,Favia favus,Indian,Phuket,0.584,752,243,30.38
C,C3u,Faviidae,Favia,Favia lizardensis,Indian,Phuket,0.652,752,249,30.38
C,C3u,Faviidae,Favia,Favia pallida,Indian,Phuket,0.602,752,252,30.38
C,C3u,Faviidae,Favia,Favia sp.,Indian,Phuket,0.678,752,254,30.38
C,C3u,Faviidae,Favia,Favia speciosa,Indian,Phuket,0.722,752,256,30.38
C,C3u,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,752,261,30.38
C,C3u,Faviidae,Favites,Favites halicora,Indian,Phuket,0.743,752,266,30.38
C,C3u,Faviidae,Favites,Favites pentagona,Indian,Phuket,0.729,752,271,30.38
C,C3u,Fungiidae,Fungia,Fungia danai,Indian,Phuket,0.882,752,276,30.38
C,C3u,Fungiidae,Fungia,Fungia echinata,Indian,Phuket,0.923,752,277,30.38
C,C3u,Fungiidae,Fungia,Fungia fungites,Indian,Phuket,0.848,752,280,30.38
C,C3u,Fungiidae,Fungia,Fungia granulosa,Indian,Phuket,0.781,752,283,30.38
C,C3u,Fungiidae,Fungia,Fungia paumotensis,Indian,Phuket,0.804,752,286,30.38
C,C3u,Fungiidae,Fungia,Fungia repanda,Indian,Phuket,0.914,752,288,30.38
C,C3u,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,752,296,30.38
C,C3u,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Phuket,0.746,752,302,30.38
C,C3u,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Phuket,0.767,752,306,30.38
C,C3u,Faviidae,Goniastrea,Goniastrea edwardsi,Indian,Phuket,0.431,752,316,30.38
C,C3u,Faviidae,Goniastrea,Goniastrea favulus,Indian,Phuket,0.851,752,319,30.38
C,C3u,Faviidae,Goniastrea,Goniastrea pectinata,Indian,Phuket,0.531,752,322,30.38
C,C3u,Faviidae,Goniastrea,Goniastrea retiformis,Indian,Phuket,0.432,752,324,30.38
C,C3u,Poritidae,Goniopora,Goniopora sp.,Indian,Phuket,0.721,752,333,30.38
C,C3u,Merulinidae,Hydnophora,Hydnophora exesa,Indian,Phuket,0.699,752,339,30.38
C,C3u,Merulinidae,Hydnophora,Hydnophora microconos,Indian,Phuket,0.898,752,343,30.38
C,C3u,Merulinidae,Hydnophora,Hydnophora rigida,Indian,Phuket,0.744,752,346,30.38
C,C3u,Faviidae,Leptastrea,Leptastrea pruinosa,Indian,Phuket,0.929,752,354,30.38
C,C3u,Faviidae,Leptoria,Leptoria phrygia,Indian,Phuket,0.540,752,360,30.38
C,C3u,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,752,366,30.38
C,C3u,Fungiidae,Lithophyllon,Lithophyllon undulatum,Indian,Phuket,0.937,752,370,30.38
C,C3u,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Phuket,0.496,752,373,30.38
C,C3u,Merulinidae,Merulina,Merulina ampliata,Indian,Phuket,0.414,752,404,30.38
C,C3u,Merulinidae,Merulina,Merulina scabricula,Indian,Phuket,0.909,752,407,30.38
C,C3u,Faviidae,Montastraea,Montastraea curta,Indian,Phuket,0.851,752,418,30.38
C,C3u,Faviidae,Montastraea,Montastraea valenciennesi,Indian,Phuket,0.762,752,434,30.38
C,C3u,Pectiniidae,Pectinia,Mycedium alcicornis,Indian,Phuket,0.844,752,477,30.38
C,C3u,Pectiniidae,Mycedium,Mycedium elephantotus,Indian,Phuket,0.862,752,479,30.38
C,C3u,Pectiniidae,Pectinia,Mycedium lactuca,Indian,Phuket,0.892,752,481,30.38
C,C3u,Pectiniidae,Pectinia,Mycedium paeonia,Indian,Phuket,0.936,752,482,30.38
C,C3u,Pectiniidae,Oxypora,Oxypora lacera,Indian,Phuket,0.931,752,498,30.38
C,C3u,Agariciidae,Pachyseris,Pachyseris rugosa,Indian,Phuket,0.783,752,503,30.38
C,C3u,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Phuket,0.607,752,510,30.38
C,C3u,Agariciidae,Pavona,Pavona duerdeni,Indian,Phuket,0.524,752,517,30.38
C,C3u,Agariciidae,Pavona,Pavona explanulata,Indian,Phuket,0.966,752,519,30.38
C,C3u,Agariciidae,Pavona,Pavona minuta,Indian,Phuket,0.368,752,524,30.38
C,C3u,Agariciidae,Pavona,Pavona varians,Indian,Phuket,0.762,752,529,30.38
C,C3u,Agariciidae,Pavona,Pavona venosa,Indian,Phuket,0.860,752,531,30.38
C,C3u,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Phuket,0.285,752,536,30.38
C,C3u,Faviidae,Platygyra,Platygyra daedalea,Indian,Phuket,0.546,752,539,30.38
C,C3u,Fungiidae,Herpolitha,Platygyra limax,Indian,Phuket,0.620,752,545,30.38
C,C3u,Faviidae,Platygyra,Platygyra pini,Indian,Phuket,0.617,752,547,30.38
C,C3u,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,752,550,30.38
C,C3u,Faviidae,Platygyra,Platygyra verweyi,Indian,Phuket,0.651,752,554,30.38
C,C3u,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Phuket,0.285,752,556,30.38
C,C3u,Fungiidae,Polyphyllia,Polyphyllia talpina,Indian,Phuket,0.835,752,600,30.38
C,C3u,Siderastreidae,Psammocora,Psammocora digitata,Indian,Phuket,0.586,752,661,30.38
C,C3u,Mussidae,Symphyllia,Symphyllia agaricia,Indian,Phuket,0.899,752,710,30.38
C,C3u,Mussidae,Symphyllia,Symphyllia radians,Indian,Phuket,0.877,752,713,30.38
C,C3u,Mussidae,Symphyllia,Symphyllia recta,Indian,Phuket,0.884,752,715,30.38
C,C3u,Dendrophylliidae,Turbinaria,Turbinaria frondens,Indian,Phuket,0.571,752,722,30.38
C,C3w,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Phuket,0.436,929,708,30.38
C,C3z,Acroporidae,Acropora,Acropora aspera,Indian,Phuket,0.593,737,8,30.38
C,C3z,Acroporidae,Acropora,Acropora austera,Indian,Phuket,0.767,737,10,30.38
C,C3z,Acroporidae,Acropora,Acropora clathrata,Indian,Phuket,0.670,737,20,30.38
C,C3z,Acroporidae,Acropora,Acropora cytherea,Indian,Phuket,0.575,737,25,30.38
C,C3z,Acroporidae,Acropora,Acropora danae,Indian,Phuket,0.642,737,27,30.38
C,C3z,Acroporidae,Acropora,Acropora elseyi,Indian,Phuket,0.746,737,36,30.38
C,C3z,Acroporidae,Acropora,Acropora florida,Indian,Phuket,0.543,737,39,30.38
C,C3z,Acroporidae,Acropora,Acropora formosa,Indian,Phuket,0.507,737,42,30.38
C,C3z,Acroporidae,Acropora,Acropora gemmifera,Indian,Phuket,0.289,737,46,30.38
C,C3z,Acroporidae,Acropora,Acropora horrida,Indian,Phuket,0.806,737,51,30.38
C,C3z,Acroporidae,Acropora,Acropora humilis,Indian,Phuket,0.489,737,53,30.38
C,C3z,Acroporidae,Acropora,Acropora nobilis,Indian,Phuket,0.658,737,76,30.38
C,C3z,Acroporidae,Acropora,Acropora robusta,Indian,Phuket,0.640,737,89,30.38
C,C3z,Acroporidae,Acropora,Acropora rudis,Indian,Phuket,0.562,737,90,30.38
C,C3z,Acroporidae,Acropora,Acropora secale,Indian,Phuket,0.690,737,95,30.38
C,C3z,Acroporidae,Acropora,Acropora sp.,Indian,Phuket,0.608,737,103,30.38
C,C3z,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,737,108,30.38
C,C3z,Acroporidae,Acropora,Acropora tenuis,Indian,Phuket,0.622,737,112,30.38
C,C3z,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,737,117,30.38
C,C3z,Faviidae,Favia,Favia stelligera,Indian,Phuket,0.796,737,257,30.38
C,C3z,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,737,261,30.38
C,C3z,Faviidae,Goniastrea,Goniastrea edwardsi,Indian,Phuket,0.431,737,316,30.38
C,C42,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,735,576,30.38
C,C42a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,761,576,30.38
C,C94,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,970,54,30.38
C,C94a,Acroporidae,Acropora,Acropora hyacinthus,Indian,Phuket,0.643,784,54,30.38
D,D1,Acroporidae,Acropora,Acropora aspera,Indian,Phuket,0.593,786,8,30.38
D,D1,Acroporidae,Acropora,Acropora digitifera,Indian,Phuket,0.682,786,30,30.38
D,D1,Acroporidae,Acropora,Acropora pulchra,Indian,Phuket,0.564,786,87,30.38
D,D1,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,786,108,30.38
D,D1,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,786,117,30.38
D,D1,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Phuket,0.973,786,141,30.38
D,D1,Agariciidae,Coeloseris,Coeloseris mayeri,Indian,Phuket,0.640,786,149,30.38
D,D1,Faviidae,Cyphastrea,Cyphastrea serailia,Indian,Phuket,0.136,786,178,30.38
D,D1,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Phuket,0.801,786,190,30.38
D,D1,Faviidae,Echinopora,Echinopora gemmacea,Indian,Phuket,0.684,786,218,30.38
D,D1,Faviidae,Favia,Favia sp.,Indian,Phuket,0.678,786,254,30.38
D,D1,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,786,261,30.38
D,D1,Faviidae,Favites,Favites pentagona,Indian,Phuket,0.729,786,271,30.38
D,D1,Fungiidae,Fungia,Fungia echinata,Indian,Phuket,0.923,786,277,30.38
D,D1,Fungiidae,Fungia,Fungia fungites,Indian,Phuket,0.848,786,280,30.38
D,D1,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,786,296,30.38
D,D1,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Phuket,0.767,786,306,30.38
D,D1,Faviidae,Goniastrea,Goniastrea aspera,Indian,Phuket,0.689,786,310,30.38
D,D1,Faviidae,Goniastrea,Goniastrea favulus,Indian,Phuket,0.851,786,319,30.38
D,D1,Faviidae,Goniastrea,Goniastrea pectinata,Indian,Phuket,0.531,786,322,30.38
D,D1,Faviidae,Goniastrea,Goniastrea retiformis,Indian,Phuket,0.432,786,324,30.38
D,D1,Poritidae,Goniopora,Goniopora columna,Indian,Phuket,0.632,786,328,30.38
D,D1,Poritidae,Goniopora,Goniopora djiboutiensis,Indian,Phuket,0.770,786,330,30.38
D,D1,Poritidae,Goniopora,Goniopora fruticosa,Indian,Phuket,0.900,786,331,30.38
D,D1,Faviidae,Leptastrea,Leptastrea pruinosa,Indian,Phuket,0.929,786,354,30.38
D,D1,Faviidae,Leptastrea,Leptastrea sp.,Indian,Phuket,0.832,786,359,30.38
D,D1,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,786,366,30.38
D,D1,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Phuket,0.496,786,373,30.38
D,D1,Merulinidae,Merulina,Merulina ampliata,Indian,Phuket,0.414,786,404,30.38
D,D1,Faviidae,Montastraea,Montastraea curta,Indian,Phuket,0.851,786,418,30.38
D,D1,Faviidae,Montastraea,Montastraea valenciennesi,Indian,Phuket,0.762,786,434,30.38
D,D1,Faviidae,Oulastrea,Oulastrea sp.,Indian,Phuket,0.990,786,493,30.38
D,D1,Agariciidae,Pachyseris,Pachyseris sp.,Indian,Phuket,0.668,786,507,30.38
D,D1,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Phuket,0.607,786,510,30.38
D,D1,Agariciidae,Pavona,Pavona decussata,Indian,Phuket,0.946,786,514,30.38
D,D1,Agariciidae,Pavona,Pavona explanulata,Indian,Phuket,0.966,786,519,30.38
D,D1,Agariciidae,Pavona,Pavona varians,Indian,Phuket,0.762,786,529,30.38
D,D1,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Phuket,0.285,786,536,30.38
D,D1,Faviidae,Platygyra,Platygyra daedalea,Indian,Phuket,0.546,786,539,30.38
D,D1,Fungiidae,Herpolitha,Platygyra limax,Indian,Phuket,0.620,786,545,30.38
D,D1,Faviidae,Platygyra,Platygyra pini,Indian,Phuket,0.617,786,547,30.38
D,D1,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,786,550,30.38
D,D1,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Phuket,0.285,786,556,30.38
D,D1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Phuket,0.577,786,572,30.38
D,D1,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,786,576,30.38
D,D1,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,786,592,30.38
D,D1,Fungiidae,Podabacia,Podabacia crustacea,Indian,Phuket,0.946,786,598,30.38
D,D1,Siderastreidae,Psammocora,Psammocora contigua,Indian,Phuket,0.716,786,658,30.38
D,D1,Mussidae,Symphyllia,Symphyllia radians,Indian,Phuket,0.877,786,713,30.38
D,D1,Dendrophylliidae,Turbinaria,Turbinaria frondens,Indian,Phuket,0.571,786,722,30.38
D,D10,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,972,261,30.38
D,D10,Faviidae,Goniastrea,Goniastrea favulus,Indian,Phuket,0.851,972,319,30.38
D,D10,Faviidae,Montastraea,Montastraea valenciennesi,Indian,Phuket,0.762,972,434,30.38
D,D10,Faviidae,Platygyra,Platygyra pini,Indian,Phuket,0.617,972,547,30.38
D,D10,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,972,550,30.38
D,D11,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,973,576,30.38
D,D1a,Acroporidae,Acropora,Acropora aspera,Indian,Phuket,0.593,748,8,30.38
D,D1a,Acroporidae,Acropora,Acropora digitifera,Indian,Phuket,0.682,748,30,30.38
D,D1a,Acroporidae,Acropora,Acropora pulchra,Indian,Phuket,0.564,748,87,30.38
D,D1a,Acroporidae,Acropora,Acropora subulata,Indian,Phuket,0.704,748,108,30.38
D,D1a,Acroporidae,Acropora,Acropora valida,Indian,Phuket,0.837,748,117,30.38
D,D1a,Acroporidae,Astreopora,Astreopora myriophthalma,Indian,Phuket,0.973,748,141,30.38
D,D1a,Agariciidae,Coeloseris,Coeloseris mayeri,Indian,Phuket,0.640,748,149,30.38
D,D1a,Faviidae,Cyphastrea,Cyphastrea serailia,Indian,Phuket,0.136,748,178,30.38
D,D1a,Faviidae,Diploastrea,Diploastrea heliopora,Indian,Phuket,0.801,748,190,30.38
D,D1a,Faviidae,Echinopora,Echinopora gemmacea,Indian,Phuket,0.684,748,218,30.38
D,D1a,Faviidae,Favia,Favia sp.,Indian,Phuket,0.678,748,254,30.38
D,D1a,Faviidae,Favites,Favites abdita,Indian,Phuket,0.740,748,261,30.38
D,D1a,Faviidae,Favites,Favites pentagona,Indian,Phuket,0.729,748,271,30.38
D,D1a,Fungiidae,Fungia,Fungia echinata,Indian,Phuket,0.923,748,277,30.38
D,D1a,Fungiidae,Fungia,Fungia fungites,Indian,Phuket,0.848,748,280,30.38
D,D1a,Oculinidae,Galaxea,Galaxea astreata,Indian,Phuket,0.524,748,296,30.38
D,D1a,Agariciidae,Gardineroseris,Gardineroseris planulata,Indian,Phuket,0.767,748,306,30.38
D,D1a,Faviidae,Goniastrea,Goniastrea aspera,Indian,Phuket,0.689,748,310,30.38
D,D1a,Faviidae,Goniastrea,Goniastrea favulus,Indian,Phuket,0.851,748,319,30.38
D,D1a,Faviidae,Goniastrea,Goniastrea pectinata,Indian,Phuket,0.531,748,322,30.38
D,D1a,Faviidae,Goniastrea,Goniastrea retiformis,Indian,Phuket,0.432,748,324,30.38
D,D1a,Poritidae,Goniopora,Goniopora columna,Indian,Phuket,0.632,748,328,30.38
D,D1a,Poritidae,Goniopora,Goniopora djiboutiensis,Indian,Phuket,0.770,748,330,30.38
D,D1a,Poritidae,Goniopora,Goniopora fruticosa,Indian,Phuket,0.900,748,331,30.38
D,D1a,Faviidae,Leptastrea,Leptastrea pruinosa,Indian,Phuket,0.929,748,354,30.38
D,D1a,Faviidae,Leptastrea,Leptastrea sp.,Indian,Phuket,0.832,748,359,30.38
D,D1a,Agariciidae,Leptoseris,Leptoseris mycetoseroides,Indian,Phuket,0.461,748,366,30.38
D,D1a,Mussidae,Lobophyllia,Lobophyllia hemprichii,Indian,Phuket,0.496,748,373,30.38
D,D1a,Merulinidae,Merulina,Merulina ampliata,Indian,Phuket,0.414,748,404,30.38
D,D1a,Faviidae,Montastraea,Montastraea curta,Indian,Phuket,0.851,748,418,30.38
D,D1a,Faviidae,Montastraea,Montastraea valenciennesi,Indian,Phuket,0.762,748,434,30.38
D,D1a,Faviidae,Oulastrea,Oulastrea sp.,Indian,Phuket,0.990,748,493,30.38
D,D1a,Agariciidae,Pachyseris,Pachyseris sp.,Indian,Phuket,0.668,748,507,30.38
D,D1a,Agariciidae,Pachyseris,Pachyseris speciosa,Indian,Phuket,0.607,748,510,30.38
D,D1a,Agariciidae,Pavona,Pavona decussata,Indian,Phuket,0.946,748,514,30.38
D,D1a,Agariciidae,Pavona,Pavona explanulata,Indian,Phuket,0.966,748,519,30.38
D,D1a,Agariciidae,Pavona,Pavona varians,Indian,Phuket,0.762,748,529,30.38
D,D1a,Caryophylliidae,Physogyra,Physogyra lichtensteini,Indian,Phuket,0.285,748,536,30.38
D,D1a,Faviidae,Platygyra,Platygyra daedalea,Indian,Phuket,0.546,748,539,30.38
D,D1a,Fungiidae,Herpolitha,Platygyra limax,Indian,Phuket,0.620,748,545,30.38
D,D1a,Faviidae,Platygyra,Platygyra pini,Indian,Phuket,0.617,748,547,30.38
D,D1a,Faviidae,Platygyra,Platygyra sinensis,Indian,Phuket,0.600,748,550,30.38
D,D1a,Caryophylliidae,Plerogyra,Plerogyra sinuosa,Indian,Phuket,0.285,748,556,30.38
D,D1a,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Phuket,0.577,748,572,30.38
D,D1a,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,748,592,30.38
D,D1a,Fungiidae,Podabacia,Podabacia crustacea,Indian,Phuket,0.946,748,598,30.38
D,D1a,Siderastreidae,Psammocora,Psammocora contigua,Indian,Phuket,0.716,748,658,30.38
D,D1a,Mussidae,Symphyllia,Symphyllia radians,Indian,Phuket,0.877,748,713,30.38
D,D1a,Dendrophylliidae,Turbinaria,Turbinaria frondens,Indian,Phuket,0.571,748,722,30.38
D,D2,Acroporidae,Acropora,Acropora pulchra,Indian,Phuket,0.564,975,87,30.38
D,D1a,Poritidae,Goniopora,Goniopora sp.,Indian,Phuket,0.721,748,333,30.38
D,D1a,Acroporidae,Montipora,Montipora aequituberculata,Indian,Phuket,0.844,748,436,30.38
D,D1a,Acroporidae,Montipora,Montipora caliculata,Indian,Phuket,0.602,748,439,30.38
D,D1a,Acroporidae,Montipora,Montipora efflorescens,Indian,Phuket,0.731,748,446,30.38
D,D1a,Acroporidae,Montipora,Montipora hispida,Indian,Phuket,0.384,748,452,30.38
D,D1a,Acroporidae,Montipora,Montipora sp.,Indian,Phuket,0.652,748,461,30.38
D,D1a,Acroporidae,Montipora,Montipora tuberculosa,Indian,Phuket,0.706,748,466,30.38
D,D1a,Acroporidae,Montipora,Montipora verrucosa,Indian,Phuket,0.973,748,472,30.38
D,D1a,Pocilloporidae,Pocillopora,Pocillopora eydouxi,Indian,Phuket,0.782,748,576,30.38
D,D1a,Pocilloporidae,Pocillopora,Pocillopora meandrina,Indian,Phuket,0.672,748,584,30.38
D,D6,Pocilloporidae,Pocillopora,Pocillopora verrucosa,Indian,Phuket,0.742,976,592,30.38
D,D8,Faviidae,Oulastrea,Oulastrea sp.,Indian,Phuket,0.990,770,493,30.38
B,B18,Siderastreidae,Coscinaraea,Coscinaraea mcneilli,Indian,Western_Australia,0.710,746,163,28.78
B,B18,Faviidae,Plesiastrea,Plesiastrea versipora,Indian,Western_Australia,0.990,746,558,28.78
B,B40,Siderastreidae,Coscinaraea,Coscinaraea marshae,Indian,Western_Australia,0.609,755,162,28.78
C,C#,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Australia,0.385,815,680,28.78
C,C1,Faviidae,Favites,Favites abdita,Indian,Western_Australia,0.740,750,260,28.78
C,C1,Oculinidae,Galaxea,Galaxea fascicularis,Indian,Western_Australia,0.746,750,299,28.78
C,C1,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Australia,0.689,750,309,28.78
C,C1,Faviidae,Goniastrea,Goniastrea australensis,Indian,Western_Australia,0.772,750,313,28.78
C,C1,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,750,563,28.78
C,C1,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Australia,0.385,750,680,28.78
C,C1,Pocilloporidae,Stylophora,Stylophora pistillata,Indian,Western_Australia,0.436,750,704,28.78
C,C1#,Pocilloporidae,Seriatopora,Seriatopora hystrix,Indian,Western_Australia,0.385,822,680,28.78
C,C123,Pocilloporidae,Seriatopora,Seriatopora caliendrum,Indian,Western_Australia,0.342,788,679,28.78
C,C124,Acroporidae,Montipora,Montipora mollis,Indian,Western_Australia,0.475,756,453,28.78
C,C125,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,778,563,28.78
C,C126,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,779,563,28.78
C,C127,Dendrophylliidae,Turbinaria,Turbinaria mesenterina,Indian,Western_Australia,0.791,734,725,28.78
C,C128,Acroporidae,Montipora,Montipora mollis,Indian,Western_Australia,0.475,757,453,28.78
C,C129,Faviidae,Favites,Favites abdita,Indian,Western_Australia,0.740,780,260,28.78
C,C130,Dendrophylliidae,Turbinaria,Turbinaria mesenterina,Indian,Western_Australia,0.791,789,725,28.78
C,C1c,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Australia,0.689,772,309,28.78
C,C1c-ff,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,758,563,28.78
C,C1gg,Faviidae,Goniastrea,Goniastrea australensis,Indian,Western_Australia,0.772,766,313,28.78
C,C1gg-hh,Faviidae,Goniastrea,Goniastrea aspera,Indian,Western_Australia,0.689,781,309,28.78
C,C1h,Pocilloporidae,Pocillopora,Pocillopora damicornis,Indian,Western_Australia,0.577,790,563,28.78
C,C1ii,Faviidae,Goniastrea,Goniastrea australensis,Indian,Western_Australia,0.772,869,313,28.78
