Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,microphthalma,Cyphastrea microphthalma,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,ocellina,Cyphastrea ocellina,in hospite,Pacific,United States,Hawaiian Islands,Oahu,NA,21.5,-158,50000,2,2,NA,NA,LaJeunesse_2004_Coral_Reefs_23_596,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1f,ITS2,NA,DGGE,same_as_AY258490,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,ocellina,Cyphastrea ocellina,in hospite,Pacific,United States,Hawaiian Islands,Oahu,NA,21.5,-158,50000,2,2,NA,NA,LaJeunesse_2004_Coral_Reefs_23_596,NA,NA,NO_Stat_2009_MEPS_386_83
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,3,3,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,DGGE,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1i,ITS2,NA,DGGE,AY589731,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Heron Island,NA,-23.4441278,151.9160528,5000,10,10,2002,2002,LaJeunesse_2003_Limnol_Oceanograph_48_2046,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Australia,Great Barrier Reef,Feather Reef,NA,-17.5328028,146.3924694,2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF174574,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1,ITS2,NA,NA,same_as_AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,NA,Central Pacific,NA,NA,0,-160,5000000,2,15,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,same_as_Symbiodinium goreaui,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C1e,ITS2,NA,NA,same_as_AY258489,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,NA,Central Pacific,NA,NA,0,-160,5000000,2,15,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,same_as_C1b_C1ca,NA,NA
C,C21,ITS2,NA,DGGE,same_as_AY239372,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,same_as_C3k_C3d_C21.C3d,NA,NO_Stat_2009_MEPS_386_83
C,C21a,ITS2,NA,DGGE,same_as_AY589744,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Japan,Okinawa,Zamami Island,NA,26.2334528,127.3092069,3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,sp.,Cyphastrea sp.,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,cylindrus,Dendrogyra cylindrus,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,cylindrus,Dendrogyra cylindrus,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,cylindrus,Dendrogyra cylindrus,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,4,4,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1k,ITS2,NA,DGGE,GU907638,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,cylindrus,Dendrogyra cylindrus,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,United States,US Virgin Islands,NA,NA,18.296119,-64.890936,14000,6,6,2007,2007,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,United States,Florida,Florida Keys,NA,24.776438,-80.717769,80000,7,7,2006,2006,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B20,ITS2,NA,DGGE,GU907642,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,10,20,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C81,ITS2,NA,DGGE,same_as_GU907657,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,stokesi,Dichocoenia stokesi,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Australia,Great Barrier Reef,Rib Reef,NA,-18.4818972,146.8737056,1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
C,C3u,ITS2,NA,DGGE,same_as_GU111879,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,heliopora,Diploastrea heliopora,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C39,ITS2,NA,NA,same_as_AY258484,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,sp.,Diploastrea sp.,in hospite,Red Sea,NA,NA,NA,NA,22,38,1000000,6,7,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NO_Hunter_2007_J_Phycology_43_120
C,C40,ITS2,NA,NA,AY258485,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploastrea,sp.,Diploastrea sp.,in hospite,Pacific,NA,Western Pacific,NA,NA,13,150,5000000,2,15,NA,NA,LaJeunesse_2005_Mol_Biol_Evol_22_570,NA,NA,NA
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Colombia,Cartagena,NA,NA,10.141381,-75.930156,75000,7,22,2006,2006,Camargo_2009_Biodivers_Conserv_18_935,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,1,5,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,2.5,2.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NO_Stat_2009_MEPS_386_83
D,D1a,ITS2,NA,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,clivosa,Diploria clivosa,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,1,5,2005,2005,Finney_2010_Microb_Ecol_60_250,same_as_D1b_D5,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,United States,Florida,Florida Keys,NA,24.776438,-80.717769,80000,4,4,2006,2006,Correa_2009_Coral_Reefs_28_437,NA,NA,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
B,B1,ITS2,NA,DGGE,same_as_AF333511,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,NA,20.5,-86.52,4000,12,12,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,NA,same as Symbiodinium pulchrorum and Symbiodinium bermudense,NO_Thornhill_2007_Mol_Ecol_16_5326
C,C3,ITS2,NA,DGGE,same_as_AF499789,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NO_Stat_2009_MEPS_386_83
C,C34,ITS2,NA,DGGE,same_as_AY258499,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C81,ITS2,NA,DGGE,same_as_GU907657,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
C,C81,ITS2,NA,DGGE,same_as_GU907657,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,10,20,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NA
D,D1,ITS2,NA,DGGE,same_as_AF334660,Cnidaria,Anthozoa,Scleractinia,Faviidae,Diploria,labyrinthiformis,Diploria labyrinthiformis,in hospite,Caribbean,Barbados,Eastern Caribbean,NA,NA,13.113952,-59.323522,14655,6,10,2005,2005,Finney_2010_Microb_Ecol_60_250,NA,NA,NO_Stat_2009_MEPS_386_83
