spatial scale,RobustnessType,diff_obs,obt_p,obt_F,pval,type1,type2,p_adjust_holm
wa_r.permres.241,SymbiontRobustness,-0.109779614,1.86E-34,225.8088501,0.000999001,LT_SL,DHH,0
wa_r.permres.251,SymbiontRobustness,0.1043618,9.59E-38,259.534344,0.000999001,LT_SL,DLH,0
wa_r.permres.261,SymbiontRobustness,-0.006060606,0.577937079,0.310618067,0.565434565,LT_HL,RH,1
wa_r.permres.271,SymbiontRobustness,0.045454545,0,1.08E+29,0.000999001,LT_HL,TLH,0
wa_r.permres.281,SymbiontRobustness,-0.10959596,2.14E-34,225.1962717,0.000999001,LT_HL,DHH,0
wa_r.permres.291,SymbiontRobustness,0.104545455,7.53E-38,260.6581006,0.000999001,LT_HL,DLH,0
wa_r.permres.301,SymbiontRobustness,0.051515152,4.15E-06,22.44215531,0.000999001,RH,TLH,0
wa_r.permres.311,SymbiontRobustness,-0.103535354,1.91E-13,62.47269583,0.000999001,RH,DHH,0
wa_r.permres.321,SymbiontRobustness,0.110606061,1.05E-15,76.37350102,0.000999001,RH,DLH,0
wa_r.permres.331,SymbiontRobustness,-0.155050505,1.05E-52,450.7320906,0.000999001,TLH,DHH,0
wa_r.permres.341,SymbiontRobustness,0.059090909,8.78E-17,83.2726257,0.000999001,TLH,DLH,0
wa_r.permres.351,SymbiontRobustness,0.214141414,1.12E-54,481.3411289,0.000999001,DHH,DLH,0
wa_r.permres2,HostRobustness,-0.022405877,6.62E-05,16.62561835,0.000999001,bleach,RL,0
wa_r.permres.112,HostRobustness,0.019283747,1.02E-25,147.8852998,0.000999001,bleach,LT_BL,0
wa_r.permres.212,HostRobustness,-0.059504132,4.25E-74,872.2781075,0.000999001,bleach,LT_SL,0
wa_r.permres.37,HostRobustness,0.22056933,5.09E-229,40456.58214,0.000999001,bleach,LT_HL,0
wa_r.permres.42,HostRobustness,0.028217237,0.012659059,6.332112443,0.008991009,bleach,RS,0.048
wa_r.permres.52,HostRobustness,-0.036717828,1.08E-30,190.2773506,0.000999001,bleach,TLS,0
wa_r.permres.62,HostRobustness,-0.004611046,0.545903352,0.365980197,0.532467532,bleach,DHS,0.82
wa_r.permres.72,HostRobustness,-0.112114653,7.89E-89,1313.620754,0.000999001,bleach,DLS,0
wa_r.permres.82,HostRobustness,0.041689624,1.40E-12,57.35067914,0.000999001,RL,LT_BL,0
wa_r.permres.92,HostRobustness,-0.037098255,4.34E-10,43.21149773,0.000999001,RL,LT_SL,0
wa_r.permres.102,HostRobustness,0.242975207,1.74E-105,2036.232692,0.000999001,RL,LT_HL,0
wa_r.permres.113,HostRobustness,0.050623114,6.41E-05,16.69155844,0.000999001,RL,RS,0
wa_r.permres.122,HostRobustness,-0.014311951,0.016282136,5.873128335,0.015984016,RL,TLS,0.075
wa_r.permres.132,HostRobustness,0.017794831,0.056292085,3.686933658,0.046953047,RL,DHS,0.138
wa_r.permres.142,HostRobustness,-0.089708776,2.17E-33,215.4119231,0.000999001,RL,DLS,0
wa_r.permres.152,HostRobustness,-0.078787879,1.64E-93,1489.103203,0.000999001,LT_BL,LT_SL,0
wa_r.permres.162,HostRobustness,0.201285583,1.38E-217,30881.20881,0.000999001,LT_BL,LT_HL,0
wa_r.permres.172,HostRobustness,0.008933491,0.426804779,0.634138572,0.410589411,LT_BL,RS,0.82
wa_r.permres.182,HostRobustness,-0.056001574,1.03E-51,435.8895273,0.000999001,LT_BL,TLS,0
wa_r.permres.192,HostRobustness,-0.023894792,0.002002052,9.80952255,0.002997003,LT_BL,DHS,0.014
wa_r.permres.202,HostRobustness,-0.1313984,2.22E-100,1783.964168,0.000999001,LT_BL,DLS,0
wa_r.permres.213,HostRobustness,0.280073462,1.27E-212,27459.18675,0.000999001,LT_SL,LT_HL,0
wa_r.permres.222,HostRobustness,0.08772137,4.26E-13,60.40246641,0.000999001,LT_SL,RS,0
wa_r.permres.232,HostRobustness,0.022786305,6.26E-13,59.40994668,0.000999001,LT_SL,TLS,0
wa_r.permres.242,HostRobustness,0.054893087,2.22E-11,50.43145808,0.000999001,LT_SL,DHS,0
wa_r.permres.252,HostRobustness,-0.052610521,1.62E-36,246.6280151,0.000999001,LT_SL,DLS,0
wa_r.permres.262,HostRobustness,-0.192352092,3.96E-41,297.0892018,0.000999001,LT_HL,RS,0
wa_r.permres.272,HostRobustness,-0.257287157,4.40E-175,11252.39628,0.000999001,LT_HL,TLS,0
wa_r.permres.282,HostRobustness,-0.225180375,7.56E-75,891.2588749,0.000999001,LT_HL,DHS,0
wa_r.permres.292,HostRobustness,-0.332683983,7.30E-182,13229.2664,0.000999001,LT_HL,DLS,0
wa_r.permres.302,HostRobustness,-0.064935065,4.67E-08,32.3300615,0.000999001,RS,TLS,0
wa_r.permres.312,HostRobustness,-0.032828283,0.015694018,5.939937346,0.015984016,RS,DHS,0.075
wa_r.permres.322,HostRobustness,-0.14033189,9.38E-26,148.1730781,0.000999001,RS,DLS,0
wa_r.permres.332,HostRobustness,0.032106782,7.31E-05,16.42109494,0.000999001,TLS,DHS,0
wa_r.permres.342,HostRobustness,-0.075396825,3.83E-49,398.9504194,0.000999001,TLS,DLS,0
wa_r.permres.352,HostRobustness,-0.107503608,3.29E-29,177.0947865,0.000999001,DHS,DLS,0
wi_r.permres,TotalRobustness,-0.027443553,2.00E-14,68.40245339,0.000999001,bleach,RL,0
wi_r.permres.1,TotalRobustness,0.068701723,8.63E-51,422.3669828,0.000999001,bleach,LT_BL,0
wi_r.permres.2,TotalRobustness,-0.015374332,3.53E-06,22.78923818,0.000999001,bleach,LT_SL,0
wi_r.permres.3,TotalRobustness,0.179330065,2.28E-130,3808.491989,0.000999001,bleach,LT_HL,0
wi_r.permres.4,TotalRobustness,0.325778207,9.10E-106,2050.977977,0.000999001,bleach,RB,0
wi_r.permres.5,TotalRobustness,0.52828943,2.91E-210,25967.70796,0.000999001,bleach,TLB,0
wi_r.permres.6,TotalRobustness,0.294493134,1.76E-160,7927.609759,0.000999001,bleach,DHB,0
wi_r.permres.7,TotalRobustness,0.303191226,6.23E-164,8613.772274,0.000999001,bleach,DLB,0
wi_r.permres.8,TotalRobustness,0.096145276,1.56E-99,1745.023717,0.000999001,RL,LT_BL,0
wi_r.permres.9,TotalRobustness,0.012069222,4.51E-08,32.41085742,0.000999001,RL,LT_SL,0
wi_r.permres.10,TotalRobustness,0.206773619,1.51E-191,16659.30359,0.000999001,RL,LT_HL,0
wi_r.permres.11,TotalRobustness,0.35322176,7.27E-117,2720.035873,0.000999001,RL,RB,0
wi_r.permres.12,TotalRobustness,0.555732983,4.46E-248,63417.62589,0.000999001,RL,TLB,0
wi_r.permres.13,TotalRobustness,0.321936687,3.12E-200,20474.25442,0.000999001,RL,DHB,0
wi_r.permres.14,TotalRobustness,0.330634779,8.95E-205,22802.36472,0.000999001,RL,DLB,0
wi_r.permres.15,TotalRobustness,-0.084076055,3.21E-94,1517.311794,0.000999001,LT_BL,LT_SL,0
wi_r.permres.16,TotalRobustness,0.110628342,5.53E-137,4481.625174,0.000999001,LT_BL,LT_HL,0
wi_r.permres.17,TotalRobustness,0.257076484,3.86E-92,1435.657102,0.000999001,LT_BL,RB,0
wi_r.permres.18,TotalRobustness,0.459587707,1.46E-230,41956.19394,0.000999001,LT_BL,TLB,0
wi_r.permres.19,TotalRobustness,0.225791411,4.09E-169,9754.44165,0.000999001,LT_BL,DHB,0
wi_r.permres.20,TotalRobustness,0.234489503,1.80E-174,11088.87179,0.000999001,LT_BL,DLB,0
wi_r.permres.21,TotalRobustness,0.194704397,1.57E-198,19663.69928,0.000999001,LT_SL,LT_HL,0
wi_r.permres.22,TotalRobustness,0.341152538,1.15E-114,2573.150884,0.000999001,LT_SL,RB,0
wi_r.permres.23,TotalRobustness,0.543663762,3.53E-252,69851.9764,0.000999001,LT_SL,TLB,0
wi_r.permres.24,TotalRobustness,0.309867466,1.07E-202,21705.918,0.000999001,LT_SL,DHB,0
wi_r.permres.25,TotalRobustness,0.318565558,1.14E-207,24420.63913,0.000999001,LT_SL,DLB,0
wi_r.permres.26,TotalRobustness,0.146448142,1.52E-55,495.2827905,0.000999001,LT_HL,RB,0
wi_r.permres.27,TotalRobustness,0.348959365,2.34E-240,52864.81146,0.000999001,LT_HL,TLB,0
wi_r.permres.28,TotalRobustness,0.115163069,5.88E-144,5314.214627,0.000999001,LT_HL,DHB,0
wi_r.permres.29,TotalRobustness,0.123861161,1.21E-154,6886.559605,0.000999001,LT_HL,DLB,0
wi_r.permres.30,TotalRobustness,0.202511223,3.69E-75,899.2387827,0.000999001,RB,TLB,0
wi_r.permres.31,TotalRobustness,-0.031285073,6.86E-06,21.37099632,0.000999001,RB,DHB,0
wi_r.permres.32,TotalRobustness,-0.022586981,0.000977947,11.20507618,0.000999001,RB,DLB,0
wi_r.permres.33,TotalRobustness,-0.233796296,1.37E-175,11389.67947,0.000999001,TLB,DHB,0
wi_r.permres.34,TotalRobustness,-0.225098204,8.03E-175,11182.2172,0.000999001,TLB,DLB,0
wi_r.permres.35,TotalRobustness,0.008698092,8.90E-05,16.01734768,0.000999001,DHB,DLB,0
wi_r.permres1,SymbiontRobustness,-0.042743613,2.48E-07,28.58226898,0.000999001,bleach,RL,0
wi_r.permres.110,SymbiontRobustness,0.061608734,2.83E-10,44.23520415,0.000999001,bleach,LT_BL,0
wi_r.permres.210,SymbiontRobustness,0.111333928,2.59E-13,61.68509315,0.000999001,bleach,LT_SL,0
wi_r.permres.36,SymbiontRobustness,0.041480986,4.64E-10,43.05223793,0.000999001,bleach,LT_HL,0
wi_r.permres.41,SymbiontRobustness,-0.044188512,5.61E-07,26.78522652,0.000999001,bleach,RH,0
wi_r.permres.51,SymbiontRobustness,0.031800738,1.10E-06,25.30299809,0.000999001,bleach,TLH,0
wi_r.permres.61,SymbiontRobustness,0.017622256,0.015840411,5.923067088,0.022977023,bleach,DHH,0.088
wi_r.permres.71,SymbiontRobustness,-0.031492747,4.12E-06,22.4605209,0.000999001,bleach,DLH,0
wi_r.permres.81,SymbiontRobustness,0.104352347,1.01E-26,156.0245504,0.000999001,RL,LT_BL,0
wi_r.permres.91,SymbiontRobustness,0.15407754,3.25E-23,128.3715542,0.000999001,RL,LT_SL,0
wi_r.permres.101,SymbiontRobustness,0.084224599,4.79E-41,296.1389053,0.000999001,RL,LT_HL,0
wi_r.permres.111,SymbiontRobustness,-0.0014449,0.848275401,0.036700022,0.841158841,RL,RH,0.841
wi_r.permres.121,SymbiontRobustness,0.074544351,4.45E-35,231.9781261,0.000999001,RL,TLH,0
wi_r.permres.131,SymbiontRobustness,0.060365869,2.70E-19,100.0649169,0.000999001,RL,DHH,0
wi_r.permres.141,SymbiontRobustness,0.011250865,0.035199624,4.497600157,0.031968032,RL,DLH,0.093
wi_r.permres.151,SymbiontRobustness,0.049725193,0.000668198,11.95555726,0.001998002,LT_BL,LT_SL,0.006
wi_r.permres.161,SymbiontRobustness,-0.020127748,0.003320048,8.838083286,0.002997003,LT_BL,LT_HL,0.01
wi_r.permres.171,SymbiontRobustness,-0.105797247,5.44E-25,142.0962915,0.000999001,LT_BL,RH,0
wi_r.permres.181,SymbiontRobustness,-0.029807996,1.76E-05,19.38354834,0.000999001,LT_BL,TLH,0
wi_r.permres.191,SymbiontRobustness,-0.043986478,3.20E-08,33.18645869,0.000999001,LT_BL,DHH,0
wi_r.permres.201,SymbiontRobustness,-0.093101482,9.12E-29,173.2579436,0.000999001,LT_BL,DLH,0
wi_r.permres.211,SymbiontRobustness,-0.069852941,1.14E-07,30.31140305,0.000999001,LT_SL,LT_HL,0
wi_r.permres.221,SymbiontRobustness,-0.15552244,9.90E-23,124.7349124,0.000999001,LT_SL,RH,0
wi_r.permres.231,SymbiontRobustness,-0.079533189,2.27E-09,39.29465166,0.000999001,LT_SL,TLH,0
wi_r.permres.241,SymbiontRobustness,-0.093711671,2.05E-11,50.633716,0.000999001,LT_SL,DHH,0
wi_r.permres.251,SymbiontRobustness,-0.142826675,1.45E-22,123.5081411,0.000999001,LT_SL,DLH,0
wi_r.permres.261,SymbiontRobustness,-0.085669499,3.70E-34,222.8595591,0.000999001,LT_HL,RH,0
wi_r.permres.271,SymbiontRobustness,-0.009680248,0,1.44E+27,0.000999001,LT_HL,TLH,0
wi_r.permres.281,SymbiontRobustness,-0.02385873,1.56E-10,45.67615628,0.000999001,LT_HL,DHH,0
wi_r.permres.291,SymbiontRobustness,-0.072973734,1.32E-87,1270.894064,0.000999001,LT_HL,DLH,0
wi_r.permres.301,SymbiontRobustness,0.07598925,5.24E-29,175.3408619,0.000999001,RH,TLH,0
wi_r.permres.311,SymbiontRobustness,0.061810768,6.40E-17,84.16331487,0.000999001,RH,DHH,0
wi_r.permres.321,SymbiontRobustness,0.012695765,0.038481492,4.341927351,0.035964036,RH,DLH,0.093
wi_r.permres.331,SymbiontRobustness,-0.014178482,8.42E-05,16.13074294,0.000999001,TLH,DHH,0
wi_r.permres.341,SymbiontRobustness,-0.063293485,2.58E-77,956.0800151,0.000999001,TLH,DLH,0
wi_r.permres.351,SymbiontRobustness,-0.049115003,2.44E-25,144.859341,0.000999001,DHH,DLH,0
wi_r.permres2,HostRobustness,-0.018048128,3.04E-07,28.13607103,0.000999001,bleach,RL,0
wi_r.permres.112,HostRobustness,0.069667261,1.33E-48,391.4536474,0.000999001,bleach,LT_BL,0
wi_r.permres.212,HostRobustness,-0.019682115,5.82E-08,31.8312061,0.000999001,bleach,LT_SL,0
wi_r.permres.37,HostRobustness,0.261400772,8.72E-157,7252.271809,0.000999001,bleach,LT_HL,0
wi_r.permres.42,HostRobustness,0.043752653,0.039803452,4.283147098,0.042957043,bleach,RS,0.21
wi_r.permres.52,HostRobustness,0.23105424,5.59E-87,1249.446267,0.000999001,bleach,TLS,0
wi_r.permres.62,HostRobustness,0.103492912,9.23E-17,83.13161593,0.000999001,bleach,DHS,0
wi_r.permres.72,HostRobustness,-0.015699007,6.51E-05,16.66017765,0.000999001,bleach,DLS,0
wi_r.permres.82,HostRobustness,0.087715389,9.09E-94,1499.216624,0.000999001,RL,LT_BL,0
wi_r.permres.92,HostRobustness,-0.001633987,0.461449578,0.544516322,0.482517483,RL,LT_SL,0.814
wi_r.permres.102,HostRobustness,0.279448901,2.37E-224,36234.01098,0.000999001,RL,LT_HL,0
wi_r.permres.113,HostRobustness,0.061800781,0.003594165,8.686830533,0.005994006,RL,RS,0.045
wi_r.permres.122,HostRobustness,0.249102368,1.22E-99,1749.863005,0.000999001,RL,TLS,0
wi_r.permres.132,HostRobustness,0.121541041,2.69E-22,121.5075427,0.000999001,RL,DHS,0
wi_r.permres.142,HostRobustness,0.002349121,0.392898137,0.733185716,0.406593407,RL,DLS,0.814
wi_r.permres.152,HostRobustness,-0.089349376,4.73E-91,1394.495642,0.000999001,LT_BL,LT_SL,0
wi_r.permres.162,HostRobustness,0.191733512,5.60E-179,12349.40512,0.000999001,LT_BL,LT_HL,0
wi_r.permres.172,HostRobustness,-0.025914608,0.21840502,1.524585986,0.18981019,LT_BL,RS,0.572
wi_r.permres.182,HostRobustness,0.161386979,1.91E-67,717.85699,0.000999001,LT_BL,TLS,0
wi_r.permres.192,HostRobustness,0.033825651,0.002543733,9.348126826,0.005994006,LT_BL,DHS,0.045
wi_r.permres.202,HostRobustness,-0.085366268,4.01E-74,872.9342361,0.000999001,LT_BL,DLS,0
wi_r.permres.213,HostRobustness,0.281082888,1.45E-214,28750.20011,0.000999001,LT_SL,LT_HL,0
wi_r.permres.222,HostRobustness,0.063434768,0.002835276,9.139930825,0.002997003,LT_SL,RS,0.02
wi_r.permres.232,HostRobustness,0.250736355,1.66E-99,1743.741455,0.000999001,LT_SL,TLS,0
wi_r.permres.242,HostRobustness,0.123175028,1.17E-22,124.1909511,0.000999001,LT_SL,DHS,0
wi_r.permres.252,HostRobustness,0.003983108,0.163739389,1.953972662,0.143856144,LT_SL,DLS,0.572
wi_r.permres.262,HostRobustness,-0.21764812,1.81E-20,108.2722977,0.000999001,LT_HL,RS,0
wi_r.permres.272,HostRobustness,-0.030346533,3.79E-07,27.65015717,0.000999001,LT_HL,TLS,0
wi_r.permres.282,HostRobustness,-0.15790786,1.07E-32,208.8011164,0.000999001,LT_HL,DHS,0
wi_r.permres.292,HostRobustness,-0.277099779,4.09E-185,14295.12098,0.000999001,LT_HL,DLS,0
wi_r.permres.302,HostRobustness,0.187301587,2.07E-15,74.51224611,0.000999001,RS,TLS,0
wi_r.permres.312,HostRobustness,0.05974026,0.012145046,6.408119104,0.011988012,RS,DHS,0.066
wi_r.permres.322,HostRobustness,-0.059451659,0.005217249,7.980610396,0.006993007,RS,DLS,0.045
wi_r.permres.332,HostRobustness,-0.127561328,3.18E-20,106.5436009,0.000999001,TLS,DHS,0
wi_r.permres.342,HostRobustness,-0.246753247,1.30E-95,1574.238595,0.000999001,TLS,DLS,0
wi_r.permres.352,HostRobustness,-0.119191919,3.01E-21,113.8443234,0.000999001,DHS,DLS,0
ph_r.permres,TotalRobustness,-0.011426143,5.15E-10,42.80354939,0.000999001,bleach,RL,0
ph_r.permres.1,TotalRobustness,0.070607061,5.00E-137,4486.496257,0.000999001,bleach,LT_BL,0
ph_r.permres.2,TotalRobustness,-0.02470247,1.16E-65,680.413901,0.000999001,bleach,LT_SL,0
ph_r.permres.3,TotalRobustness,0.194869487,2.04E-255,75388.78413,0.000999001,bleach,LT_HL,0
ph_r.permres.4,TotalRobustness,0.343674752,6.78E-134,4154.346557,0.000999001,bleach,RB,0
ph_r.permres.5,TotalRobustness,0.580719758,4.51E-307,254211.3974,0.000999001,bleach,TLB,0
ph_r.permres.6,TotalRobustness,0.347499987,1.41E-304,239733.4527,0.000999001,bleach,DHB,0
ph_r.permres.7,TotalRobustness,0.338654132,1.28E-218,31642.67168,0.000999001,bleach,DLB,0
ph_r.permres.8,TotalRobustness,0.082033203,2.63E-107,2133.684532,0.000999001,RL,LT_BL,0
ph_r.permres.9,TotalRobustness,-0.013276328,5.05E-13,59.96202054,0.000999001,RL,LT_SL,0
ph_r.permres.10,TotalRobustness,0.20629563,1.11E-191,16712.78081,0.000999001,RL,LT_HL,0
ph_r.permres.11,TotalRobustness,0.355100895,9.83E-134,4137.878447,0.000999001,RL,RB,0
ph_r.permres.12,TotalRobustness,0.592145901,4.17E-269,104067.7744,0.000999001,RL,TLB,0
ph_r.permres.13,TotalRobustness,0.358926129,1.71E-238,50591.64647,0.000999001,RL,DHB,0
ph_r.permres.14,TotalRobustness,0.350080274,1.54E-202,21625.73391,0.000999001,RL,DLB,0
ph_r.permres.15,TotalRobustness,-0.095309531,4.04E-166,9078.500287,0.000999001,LT_BL,LT_SL,0
ph_r.permres.16,TotalRobustness,0.124262426,2.33E-209,25418.31909,0.000999001,LT_BL,LT_HL,0
ph_r.permres.17,TotalRobustness,0.273067691,2.83E-115,2613.159104,0.000999001,LT_BL,RB,0
ph_r.permres.18,TotalRobustness,0.510112698,7.62E-293,181922.0416,0.000999001,LT_BL,TLB,0
ph_r.permres.19,TotalRobustness,0.276892926,2.65E-277,126209.1641,0.000999001,LT_BL,DHB,0
ph_r.permres.20,TotalRobustness,0.268047071,1.11E-197,19271.82945,0.000999001,LT_BL,DLB,0
ph_r.permres.21,TotalRobustness,0.219571957,4.39E-276,122640.7697,0.000999001,LT_SL,LT_HL,0
ph_r.permres.22,TotalRobustness,0.368377222,1.03E-139,4791.656699,0.000999001,LT_SL,RB,0
ph_r.permres.23,TotalRobustness,0.605422229,2.56343298319031e-314,301428.0929,0.000999001,LT_SL,TLB,0
ph_r.permres.24,TotalRobustness,0.372202457,5.79044936925941e-321,352402.9964,0.000999001,LT_SL,DHB,0
ph_r.permres.25,TotalRobustness,0.363356602,6.88E-226,37573.7888,0.000999001,LT_SL,DLB,0
ph_r.permres.26,TotalRobustness,0.148805265,8.31E-71,792.8798896,0.000999001,LT_HL,RB,0
ph_r.permres.27,TotalRobustness,0.385850271,1.30E-292,180925.1634,0.000999001,LT_HL,TLB,0
ph_r.permres.28,TotalRobustness,0.1526305,0,1.88E+29,0.000999001,LT_HL,DHB,0
ph_r.permres.29,TotalRobustness,0.143784645,4.86E-153,6624.763738,0.000999001,LT_HL,DLB,0
ph_r.permres.30,TotalRobustness,0.237045006,6.75E-104,1954.43286,0.000999001,RB,TLB,0
ph_r.permres.31,TotalRobustness,0.003825235,0.47002609,0.523946515,0.483516484,RB,DHB,0.752
ph_r.permres.32,TotalRobustness,-0.00502062,0.36867699,0.811859102,0.358641359,RB,DLB,0.752
ph_r.permres.33,TotalRobustness,-0.233219772,7.80E-250,66098.57323,0.000999001,TLB,DHB,0
ph_r.permres.34,TotalRobustness,-0.242065627,9.73E-187,14858.43563,0.000999001,TLB,DLB,0
ph_r.permres.35,TotalRobustness,-0.008845855,1.23E-06,25.07408013,0.000999001,DHB,DLB,0
ph_r.permres1,SymbiontRobustness,0.007250725,0.423059467,0.644496956,0.402597403,bleach,RL,1
ph_r.permres.110,SymbiontRobustness,0.04470447,9.43E-10,41.36705577,0.000999001,bleach,LT_BL,0
ph_r.permres.210,SymbiontRobustness,0.066381638,5.48E-08,31.96782885,0.000999001,bleach,LT_SL,0
ph_r.permres.36,SymbiontRobustness,0.091709171,1.78E-50,417.8330435,0.000999001,bleach,LT_HL,0
ph_r.permres.41,SymbiontRobustness,0.039396082,0.002184577,9.641104911,0.002997003,bleach,RH,0.02
ph_r.permres.51,SymbiontRobustness,0.134778478,2.77E-75,902.4400112,0.000999001,bleach,TLH,0
ph_r.permres.61,SymbiontRobustness,0.054908348,9.87E-12,52.44169599,0.000999001,bleach,DHH,0
ph_r.permres.71,SymbiontRobustness,-0.049204206,3.17E-21,113.6782473,0.000999001,bleach,DLH,0
ph_r.permres.81,SymbiontRobustness,0.037453745,0.000106378,15.65164853,0.000999001,RL,LT_BL,0
ph_r.permres.91,SymbiontRobustness,0.059130913,1.65E-05,19.51625967,0.000999001,RL,LT_SL,0
ph_r.permres.101,SymbiontRobustness,0.084458446,1.47E-21,116.0947955,0.000999001,RL,LT_HL,0
ph_r.permres.111,SymbiontRobustness,0.032145357,0.024916004,5.107959205,0.014985015,RL,RH,0.126
ph_r.permres.121,SymbiontRobustness,0.127527753,3.17E-38,264.6890611,0.000999001,RL,TLH,0
ph_r.permres.131,SymbiontRobustness,0.047657623,3.22E-06,22.98715484,0.000999001,RL,DHH,0
ph_r.permres.141,SymbiontRobustness,-0.056454931,1.83E-11,50.90370204,0.000999001,RL,DLH,0
ph_r.permres.151,SymbiontRobustness,0.021677168,0.074249213,3.220796179,0.067932068,LT_BL,LT_SL,0.469
ph_r.permres.161,SymbiontRobustness,0.0470047,5.03E-16,78.39872234,0.000999001,LT_BL,LT_HL,0
ph_r.permres.171,SymbiontRobustness,-0.005308388,0.683503336,0.166704218,0.677322677,LT_BL,RH,1
ph_r.permres.181,SymbiontRobustness,0.090074007,2.53E-40,287.889202,0.000999001,LT_BL,TLH,0
ph_r.permres.191,SymbiontRobustness,0.010203878,0.209034,1.588535017,0.18981019,LT_BL,DHH,0.945
ph_r.permres.201,SymbiontRobustness,-0.093908677,2.03E-41,300.466265,0.000999001,LT_BL,DLH,0
ph_r.permres.211,SymbiontRobustness,0.025327533,0.020586114,5.449542001,0.018981019,LT_SL,LT_HL,0.144
ph_r.permres.221,SymbiontRobustness,-0.026985556,0.094900988,2.816368867,0.103896104,LT_SL,RH,0.618
ph_r.permres.231,SymbiontRobustness,0.06839684,1.88E-09,39.74168746,0.000999001,LT_SL,TLH,0
ph_r.permres.241,SymbiontRobustness,-0.01147329,0.358009294,0.848854316,0.355644356,LT_SL,DHH,1
ph_r.permres.251,SymbiontRobustness,-0.115585844,4.80E-21,112.3813038,0.000999001,LT_SL,DLH,0
ph_r.permres.261,SymbiontRobustness,-0.052313088,1.72E-05,19.42909053,0.000999001,LT_HL,RH,0
ph_r.permres.271,SymbiontRobustness,0.043069307,0,6.76E+28,0.000999001,LT_HL,TLH,0
ph_r.permres.281,SymbiontRobustness,-0.036800823,8.42E-09,36.24807862,0.000999001,LT_HL,DHH,0
ph_r.permres.291,SymbiontRobustness,-0.140913377,2.19E-192,16994.69095,0.000999001,LT_HL,DLH,0
ph_r.permres.301,SymbiontRobustness,0.095382395,8.49E-14,64.59043368,0.000999001,RH,TLH,0
ph_r.permres.311,SymbiontRobustness,0.015512266,0.246652674,1.350219937,0.24975025,RH,DHH,0.996
ph_r.permres.321,SymbiontRobustness,-0.088600289,3.19E-12,55.27316793,0.000999001,RH,DLH,0
ph_r.permres.331,SymbiontRobustness,-0.07987013,1.79E-28,170.7413502,0.000999001,TLH,DHH,0
ph_r.permres.341,SymbiontRobustness,-0.183982684,6.89E-215,28970.94926,0.000999001,TLH,DLH,0
ph_r.permres.351,SymbiontRobustness,-0.104112554,9.69E-40,281.3213807,0.000999001,DHH,DLH,0
ph_r.permres2,HostRobustness,-0.006850685,6.72E-05,16.59474919,0.000999001,bleach,RL,0
ph_r.permres.112,HostRobustness,0.080533053,2.96E-165,8891.891293,0.000999001,bleach,LT_BL,0
ph_r.permres.212,HostRobustness,-0.026852685,2.75E-58,541.1957946,0.000999001,bleach,LT_SL,0
ph_r.permres.37,HostRobustness,0.234473447,3.94E-271,109145.6403,0.000999001,bleach,LT_HL,0
ph_r.permres.42,HostRobustness,0.010743316,0.504388582,0.447338455,0.523476523,bleach,RS,1
ph_r.permres.52,HostRobustness,0.231920606,1.60E-74,883.0044638,0.000999001,bleach,TLS,0
ph_r.permres.62,HostRobustness,-0.009458704,0.036718928,4.423708289,0.043956044,bleach,DHS,0.258
ph_r.permres.72,HostRobustness,-0.144603253,1.25E-155,7052.833514,0.000999001,bleach,DLS,0
ph_r.permres.82,HostRobustness,0.087383738,1.08E-120,2994.387926,0.000999001,RL,LT_BL,0
ph_r.permres.92,HostRobustness,-0.020002,5.12E-23,126.8865062,0.000999001,RL,LT_SL,0
ph_r.permres.102,HostRobustness,0.241324132,9.45E-209,25054.71603,0.000999001,RL,LT_HL,0
ph_r.permres.113,HostRobustness,0.017594001,0.276399794,1.191337686,0.284715285,RL,RS,1
ph_r.permres.122,HostRobustness,0.238771291,1.58E-75,908.7778307,0.000999001,RL,TLS,0
ph_r.permres.132,HostRobustness,-0.002608019,0.579212195,0.308537931,0.584415584,RL,DHS,1
ph_r.permres.142,HostRobustness,-0.137752568,5.28E-132,3965.283791,0.000999001,RL,DLS,0
ph_r.permres.152,HostRobustness,-0.107385739,6.76E-174,10937.58894,0.000999001,LT_BL,LT_SL,0
ph_r.permres.162,HostRobustness,0.153940394,1.72E-269,105010.108,0.000999001,LT_BL,LT_HL,0
ph_r.permres.172,HostRobustness,-0.069789738,2.21E-05,18.89778684,0.000999001,LT_BL,RS,0
ph_r.permres.182,HostRobustness,0.151387553,1.30E-47,377.9648651,0.000999001,LT_BL,TLS,0
ph_r.permres.192,HostRobustness,-0.089991758,1.20E-49,406.0136351,0.000999001,LT_BL,DHS,0
ph_r.permres.202,HostRobustness,-0.225136307,8.78E-197,18865.37557,0.000999001,LT_BL,DLS,0
ph_r.permres.213,HostRobustness,0.261326133,3.37E-259,82412.98933,0.000999001,LT_SL,LT_HL,0
ph_r.permres.222,HostRobustness,0.037596001,0.020337613,5.471372211,0.021978022,LT_SL,RS,0.147
ph_r.permres.232,HostRobustness,0.258773291,4.08E-82,1093.484394,0.000999001,LT_SL,TLS,0
ph_r.permres.242,HostRobustness,0.017393981,0.000167869,14.7230904,0.000999001,LT_SL,DHS,0
ph_r.permres.252,HostRobustness,-0.117750568,1.76E-134,4214.707157,0.000999001,LT_SL,DLS,0
ph_r.permres.262,HostRobustness,-0.223730132,3.80E-31,194.3825177,0.000999001,LT_HL,RS,0
