spatial scale,RobustnessType,diff_obs,obt_p,obt_F,pval,type1,type2,p_adjust_holm
cc_r.permres.61,SymbiontRobustness,0.046490714,1.33E-07,29.96645661,0.000999001,bleach,DHH,0
cc_r.permres.71,SymbiontRobustness,0.15597263,2.23E-75,904.8717796,0.000999001,bleach,DLH,0
cc_r.permres.81,SymbiontRobustness,-0.031515152,2.56E-06,23.48006896,0.000999001,RL,LT_BL,0
cc_r.permres.91,SymbiontRobustness,0.038114478,9.32E-08,30.77085506,0.000999001,RL,LT_SL,0
cc_r.permres.101,SymbiontRobustness,-0.051851852,6.03E-18,90.92192234,0.000999001,RL,LT_HL,0
cc_r.permres.111,SymbiontRobustness,0.039656783,0.000573104,12.25965355,0.000999001,RL,RH,0
cc_r.permres.121,SymbiontRobustness,0.093094385,8.85E-41,293.0805771,0.000999001,RL,TLH,0
cc_r.permres.131,SymbiontRobustness,-0.032027805,0.00043326,12.81605662,0.000999001,RL,DHH,0
cc_r.permres.141,SymbiontRobustness,0.077454111,1.15E-28,172.4048977,0.000999001,RL,DLH,0
cc_r.permres.151,SymbiontRobustness,0.06962963,3.70E-27,159.6436007,0.000999001,LT_BL,LT_SL,0
cc_r.permres.161,SymbiontRobustness,-0.0203367,4.35E-08,32.49044697,0.000999001,LT_BL,LT_HL,0
cc_r.permres.171,SymbiontRobustness,0.071171934,1.71E-10,45.45523224,0.000999001,LT_BL,RH,0
cc_r.permres.181,SymbiontRobustness,0.124609536,4.26E-86,1219.824261,0.000999001,LT_BL,TLH,0
cc_r.permres.191,SymbiontRobustness,-0.000512653,0.948647943,0.004158612,0.954045954,LT_BL,DHH,1
cc_r.permres.201,SymbiontRobustness,0.108969263,1.01E-64,661.3168069,0.000999001,LT_BL,DLH,0
cc_r.permres.211,SymbiontRobustness,-0.08996633,3.10E-53,458.837345,0.000999001,LT_SL,LT_HL,0
cc_r.permres.221,SymbiontRobustness,0.001542305,0.886449271,0.020444581,0.894105894,LT_SL,RH,1
cc_r.permres.231,SymbiontRobustness,0.054979907,1.52E-28,171.3589311,0.000999001,LT_SL,TLH,0
cc_r.permres.241,SymbiontRobustness,-0.070142283,4.79E-15,72.23710971,0.000999001,LT_SL,DHH,0
cc_r.permres.251,SymbiontRobustness,0.039339633,2.63E-14,67.68060361,0.000999001,LT_SL,DLH,0
cc_r.permres.261,SymbiontRobustness,0.091508635,5.05E-17,84.83370301,0.000999001,LT_HL,RH,0
cc_r.permres.271,SymbiontRobustness,0.144946237,0,5.53E+29,0.000999001,LT_HL,TLH,0
cc_r.permres.281,SymbiontRobustness,0.019824047,0.005782518,7.786955796,0.004995005,LT_HL,DHH,0.012
cc_r.permres.291,SymbiontRobustness,0.129305963,2.42E-123,3199.260901,0.000999001,LT_HL,DLH,0
cc_r.permres.301,SymbiontRobustness,0.053437602,2.13E-07,28.92931776,0.000999001,RH,TLH,0
cc_r.permres.311,SymbiontRobustness,-0.071684588,1.84E-08,34.44689751,0.000999001,RH,DHH,0
cc_r.permres.321,SymbiontRobustness,0.037797328,0.000272396,13.745497,0.000999001,RH,DLH,0
cc_r.permres.331,SymbiontRobustness,-0.12512219,3.00E-42,310.2071097,0.000999001,TLH,DHH,0
cc_r.permres.341,SymbiontRobustness,-0.015640274,9.76E-11,46.80597015,0.000999001,TLH,DLH,0
cc_r.permres.351,SymbiontRobustness,0.109481916,2.27E-33,215.2156863,0.000999001,DHH,DLH,0
cc_r.permres2,HostRobustness,0.06976431,2.00E-20,107.9685978,0.000999001,bleach,RL,0
cc_r.permres.112,HostRobustness,0.057777778,2.75E-19,100.0145175,0.000999001,bleach,LT_BL,0
cc_r.permres.212,HostRobustness,0.03959596,1.32E-11,51.71637198,0.000999001,bleach,LT_SL,0
cc_r.permres.37,HostRobustness,0.180740741,6.66E-89,1316.238884,0.000999001,bleach,LT_HL,0
cc_r.permres.42,HostRobustness,0.087138047,4.08E-12,54.65069656,0.000999001,bleach,RS,0
cc_r.permres.52,HostRobustness,0.164859708,1.57E-60,581.0467252,0.000999001,bleach,TLS,0
cc_r.permres.62,HostRobustness,0.11295174,1.04E-29,181.4879582,0.000999001,bleach,DHS,0
cc_r.permres.72,HostRobustness,-0.052592593,6.48E-21,111.4478671,0.000999001,bleach,DLS,0
cc_r.permres.82,HostRobustness,-0.011986532,0.026692283,4.985472435,0.026973027,RL,LT_BL,0.084
cc_r.permres.92,HostRobustness,-0.03016835,1.25E-08,35.33470344,0.000999001,RL,LT_SL,0
cc_r.permres.102,HostRobustness,0.110976431,5.59E-62,607.8900786,0.000999001,RL,LT_HL,0
cc_r.permres.113,HostRobustness,0.017373737,0.135548712,2.24623617,0.127872128,RL,RS,0.127
cc_r.permres.122,HostRobustness,0.095095398,2.89E-33,214.2074939,0.000999001,RL,TLS,0
cc_r.permres.132,HostRobustness,0.04318743,2.73E-07,28.37234468,0.000999001,RL,DHS,0
cc_r.permres.142,HostRobustness,-0.122356902,2.04E-68,738.9592591,0.000999001,RL,DLS,0
cc_r.permres.152,HostRobustness,-0.018181818,2.52E-06,23.5173676,0.000999001,LT_BL,LT_SL,0
cc_r.permres.162,HostRobustness,0.122962963,5.29E-100,1766.494291,0.000999001,LT_BL,LT_HL,0
cc_r.permres.172,HostRobustness,0.029360269,0.008686602,7.026714433,0.005994006,LT_BL,RS,0.02
cc_r.permres.182,HostRobustness,0.10708193,1.90E-47,375.7536649,0.000999001,LT_BL,TLS,0
cc_r.permres.192,HostRobustness,0.055173962,2.09E-12,56.33395161,0.000999001,LT_BL,DHS,0
cc_r.permres.202,HostRobustness,-0.11037037,8.17E-92,1423.20873,0.000999001,LT_BL,DLS,0
cc_r.permres.213,HostRobustness,0.141144781,2.33E-128,3623.789374,0.000999001,LT_SL,LT_HL,0
cc_r.permres.222,HostRobustness,0.047542088,2.22E-05,18.89579576,0.000999001,LT_SL,RS,0
cc_r.permres.232,HostRobustness,0.125263749,5.25E-60,571.5305116,0.000999001,LT_SL,TLS,0
cc_r.permres.242,HostRobustness,0.07335578,4.38E-20,105.5606278,0.000999001,LT_SL,DHS,0
cc_r.permres.252,HostRobustness,-0.092188552,6.33E-95,1545.920965,0.000999001,LT_SL,DLS,0
cc_r.permres.262,HostRobustness,-0.093602694,9.07E-16,76.77477952,0.000999001,LT_HL,RS,0
cc_r.permres.272,HostRobustness,-0.015881033,0.000847501,11.48649495,0.001998002,LT_HL,TLS,0.005
cc_r.permres.282,HostRobustness,-0.067789001,1.95E-19,101.0442111,0.000999001,LT_HL,DHS,0
cc_r.permres.292,HostRobustness,-0.233333333,0,4.28E+30,0.000999001,LT_HL,DLS,0
cc_r.permres.302,HostRobustness,0.077721661,2.65E-10,44.39182233,0.000999001,RS,TLS,0
cc_r.permres.312,HostRobustness,0.025813692,0.04235875,4.17516661,0.041958042,RS,DHS,0.088
cc_r.permres.322,HostRobustness,-0.13973064,1.63E-28,171.0902179,0.000999001,RS,DLS,0
cc_r.permres.332,HostRobustness,-0.051907969,1.72E-09,39.95580387,0.000999001,TLS,DHS,0
cc_r.permres.342,HostRobustness,-0.217452301,1.14E-107,2153.565418,0.000999001,TLS,DLS,0
cc_r.permres.352,HostRobustness,-0.165544332,1.07E-61,602.589557,0.000999001,DHS,DLS,0
wc_r.permres,TotalRobustness,0.040155655,3.25E-10,43.90498701,0.000999001,bleach,RL,0
wc_r.permres.1,TotalRobustness,0.068057625,6.60E-23,126.0532486,0.000999001,bleach,LT_BL,0
wc_r.permres.2,TotalRobustness,0.091323067,6.60E-36,240.3561,0.000999001,bleach,LT_SL,0
wc_r.permres.3,TotalRobustness,0.122619639,1.52E-55,495.2750645,0.000999001,bleach,LT_HL,0
wc_r.permres.4,TotalRobustness,0.382042708,1.48E-121,3059.777449,0.000999001,bleach,RB,0
wc_r.permres.5,TotalRobustness,0.486311199,1.83E-155,7024.358341,0.000999001,bleach,TLB,0
wc_r.permres.6,TotalRobustness,0.341095603,3.37E-128,3609.429512,0.000999001,bleach,DHB,0
wc_r.permres.7,TotalRobustness,0.444169351,1.05E-140,4909.013539,0.000999001,bleach,DLB,0
wc_r.permres.8,TotalRobustness,0.027901971,3.33E-13,61.03382432,0.000999001,RL,LT_BL,0
wc_r.permres.9,TotalRobustness,0.051167412,2.61E-36,244.4872428,0.000999001,RL,LT_SL,0
wc_r.permres.10,TotalRobustness,0.082463984,2.94E-81,1067.80862,0.000999001,RL,LT_HL,0
wc_r.permres.11,TotalRobustness,0.341887053,7.10E-141,4929.402574,0.000999001,RL,RB,0
wc_r.permres.12,TotalRobustness,0.446155545,2.02E-200,20566.07131,0.000999001,RL,TLB,0
wc_r.permres.13,TotalRobustness,0.300939948,4.46E-174,10985.01273,0.000999001,RL,DHB,0
wc_r.permres.14,TotalRobustness,0.404013696,1.81E-170,10076.33795,0.000999001,RL,DLB,0
wc_r.permres.15,TotalRobustness,0.023265441,2.20E-11,50.45891912,0.000999001,LT_BL,LT_SL,0
wc_r.permres.16,TotalRobustness,0.054562014,1.05E-53,466.0994196,0.000999001,LT_BL,LT_HL,0
wc_r.permres.17,TotalRobustness,0.313985083,6.77E-134,4154.381334,0.000999001,LT_BL,RB,0
wc_r.permres.18,TotalRobustness,0.418253574,6.74E-195,18039.47867,0.000999001,LT_BL,TLB,0
wc_r.permres.19,TotalRobustness,0.273037977,7.35E-166,9022.106648,0.000999001,LT_BL,DHB,0
wc_r.permres.20,TotalRobustness,0.376111725,1.87E-164,8722.595687,0.000999001,LT_BL,DLB,0
wc_r.permres.21,TotalRobustness,0.031296572,1.91E-34,225.6814621,0.000999001,LT_SL,LT_HL,0
wc_r.permres.22,TotalRobustness,0.290719641,2.62E-131,3897.751097,0.000999001,LT_SL,RB,0
wc_r.permres.23,TotalRobustness,0.394988133,4.59E-200,20393.12778,0.000999001,LT_SL,TLB,0
wc_r.permres.24,TotalRobustness,0.249772536,2.65E-170,10036.3946,0.000999001,LT_SL,DHB,0
wc_r.permres.25,TotalRobustness,0.352846284,9.36E-165,8785.797571,0.000999001,LT_SL,DLB,0
wc_r.permres.26,TotalRobustness,0.259423069,3.98E-131,3880.39421,0.000999001,LT_HL,RB,0
wc_r.permres.27,TotalRobustness,0.36369156,1.71E-228,39957.29818,0.000999001,LT_HL,TLB,0
wc_r.permres.28,TotalRobustness,0.218475964,2.11E-209,25444.31417,0.000999001,LT_HL,DHB,0
wc_r.permres.29,TotalRobustness,0.321549712,2.93E-172,10517.6164,0.000999001,LT_HL,DLB,0
wc_r.permres.30,TotalRobustness,0.104268491,2.02E-57,526.3830283,0.000999001,RB,TLB,0
wc_r.permres.31,TotalRobustness,-0.040947105,2.17E-17,87.23721064,0.000999001,RB,DHB,0
wc_r.permres.32,TotalRobustness,0.062126643,5.54E-25,142.035881,0.000999001,RB,DLB,0
wc_r.permres.33,TotalRobustness,-0.145215597,5.06E-133,4066.051481,0.000999001,TLB,DHB,0
wc_r.permres.34,TotalRobustness,-0.042141849,4.23E-24,135.1456681,0.000999001,TLB,DLB,0
wc_r.permres.35,TotalRobustness,0.103073748,1.76E-75,907.546509,0.000999001,DHB,DLB,0
wc_r.permres1,SymbiontRobustness,-0.019125683,0.039134097,4.312647208,0.036963037,bleach,RL,0.18
wc_r.permres.110,SymbiontRobustness,0.062013578,4.14E-08,32.60121254,0.000999001,bleach,LT_BL,0
wc_r.permres.210,SymbiontRobustness,0.138102335,2.93E-20,106.7941051,0.000999001,bleach,LT_SL,0
wc_r.permres.36,SymbiontRobustness,0.062427554,4.03E-13,60.54312434,0.000999001,bleach,LT_HL,0
wc_r.permres.41,SymbiontRobustness,-0.002073064,0.850174893,0.03577583,0.848151848,bleach,RH,1
wc_r.permres.51,SymbiontRobustness,0.204609143,3.56E-64,650.3726372,0.000999001,bleach,TLH,0
wc_r.permres.61,SymbiontRobustness,-0.105802667,1.39E-23,131.1773666,0.000999001,bleach,DHH,0
wc_r.permres.71,SymbiontRobustness,0.115642554,6.79E-30,183.1192508,0.000999001,bleach,DLH,0
wc_r.permres.81,SymbiontRobustness,0.081139261,1.21E-17,88.92105308,0.000999001,RL,LT_BL,0
wc_r.permres.91,SymbiontRobustness,0.157228018,6.04E-30,183.5699145,0.000999001,RL,LT_SL,0
wc_r.permres.101,SymbiontRobustness,0.081553237,1.68E-43,325.2647765,0.000999001,RL,LT_HL,0
wc_r.permres.111,SymbiontRobustness,0.01705262,0.052187597,3.816031086,0.052947053,RL,RH,0.192
wc_r.permres.121,SymbiontRobustness,0.223734826,1.07E-112,2448.058585,0.000999001,RL,TLH,0
wc_r.permres.131,SymbiontRobustness,-0.086676984,1.06E-29,181.4118205,0.000999001,RL,DHH,0
wc_r.permres.141,SymbiontRobustness,0.134768237,7.98E-63,623.9876064,0.000999001,RL,DLH,0
wc_r.permres.151,SymbiontRobustness,0.076088756,1.80E-08,34.50050104,0.000999001,LT_BL,LT_SL,0
wc_r.permres.161,SymbiontRobustness,0.000413976,0.95496153,0.003197866,0.961038961,LT_BL,LT_HL,1
wc_r.permres.171,SymbiontRobustness,-0.064086642,4.78E-09,37.56067431,0.000999001,LT_BL,RH,0
wc_r.permres.181,SymbiontRobustness,0.142595565,1.02E-47,379.4218099,0.000999001,LT_BL,TLH,0
wc_r.permres.191,SymbiontRobustness,-0.167816246,1.36E-47,377.7308679,0.000999001,LT_BL,DHH,0
wc_r.permres.201,SymbiontRobustness,0.053628976,1.25E-10,46.20179938,0.000999001,LT_BL,DLH,0
wc_r.permres.211,SymbiontRobustness,-0.075674781,2.50E-11,50.1379214,0.000999001,LT_SL,LT_HL,0
wc_r.permres.221,SymbiontRobustness,-0.140175398,1.72E-21,115.6013246,0.000999001,LT_SL,RH,0
wc_r.permres.231,SymbiontRobustness,0.066506808,2.90E-09,38.72542538,0.000999001,LT_SL,TLH,0
wc_r.permres.241,SymbiontRobustness,-0.243905002,5.40E-52,440.063799,0.000999001,LT_SL,DHH,0
wc_r.permres.251,SymbiontRobustness,-0.022459781,0.044106031,4.10523244,0.048951049,LT_SL,DLH,0.192
wc_r.permres.261,SymbiontRobustness,-0.064500618,1.99E-15,74.61812701,0.000999001,LT_HL,RH,0
wc_r.permres.271,SymbiontRobustness,0.142181589,0,2.28E+29,0.000999001,LT_HL,TLH,0
wc_r.permres.281,SymbiontRobustness,-0.168230222,7.69E-90,1349.886798,0.000999001,LT_HL,DHH,0
wc_r.permres.291,SymbiontRobustness,0.053215,1.21E-43,327.0256584,0.000999001,LT_HL,DLH,0
wc_r.permres.301,SymbiontRobustness,0.206682207,1.22E-69,766.1658219,0.000999001,RH,TLH,0
wc_r.permres.311,SymbiontRobustness,-0.103729604,9.35E-25,140.2467555,0.000999001,RH,DHH,0
wc_r.permres.321,SymbiontRobustness,0.117715618,2.32E-33,215.1224656,0.000999001,RH,DLH,0
wc_r.permres.331,SymbiontRobustness,-0.31041181,5.20E-138,4595.849409,0.000999001,TLH,DHH,0
wc_r.permres.341,SymbiontRobustness,-0.088966589,9.88E-76,914.0449978,0.000999001,TLH,DLH,0
wc_r.permres.351,SymbiontRobustness,0.221445221,1.61E-97,1655.2832,0.000999001,DHH,DLH,0
wc_r.permres2,HostRobustness,0.078407021,6.36E-21,111.5023687,0.000999001,bleach,RL,0
wc_r.permres.112,HostRobustness,0.078986587,2.34E-20,107.473982,0.000999001,bleach,LT_BL,0
wc_r.permres.212,HostRobustness,0.081636032,8.47E-22,117.8425224,0.000999001,bleach,LT_SL,0
wc_r.permres.37,HostRobustness,0.148948501,8.76E-55,483.0625822,0.000999001,bleach,LT_HL,0
wc_r.permres.42,HostRobustness,0.09537801,5.44E-14,65.75791348,0.000999001,bleach,RS,0
wc_r.permres.52,HostRobustness,0.170273305,6.63E-47,368.5412392,0.000999001,bleach,TLS,0
wc_r.permres.62,HostRobustness,-0.021399521,0.027075845,4.960145825,0.033966034,bleach,DHS,0.264
wc_r.permres.72,HostRobustness,0.17372243,2.25E-53,460.9837533,0.000999001,bleach,DLS,0
wc_r.permres.82,HostRobustness,0.000579566,0.900266437,0.01574705,0.921078921,RL,LT_BL,1
wc_r.permres.92,HostRobustness,0.003229011,0.469294454,0.525677649,0.463536464,RL,LT_SL,1
wc_r.permres.102,HostRobustness,0.07054148,3.05E-58,540.4271845,0.000999001,RL,LT_HL,0
wc_r.permres.113,HostRobustness,0.016970989,0.093868401,2.834206231,0.097902098,RL,RS,0.672
wc_r.permres.122,HostRobustness,0.091866284,6.94E-32,201.1767308,0.000999001,RL,TLS,0
wc_r.permres.132,HostRobustness,-0.099806542,1.92E-29,179.1466233,0.000999001,RL,DHS,0
wc_r.permres.142,HostRobustness,0.095315409,9.76E-43,316.0207891,0.000999001,RL,DLS,0
wc_r.permres.152,HostRobustness,0.002649445,0.579201633,0.308555124,0.554445554,LT_BL,LT_SL,1
wc_r.permres.162,HostRobustness,0.069961914,1.74E-49,403.7484421,0.000999001,LT_BL,LT_HL,0
wc_r.permres.172,HostRobustness,0.016391423,0.110504367,2.570197917,0.096903097,LT_BL,RS,0.672
wc_r.permres.182,HostRobustness,0.091286718,3.45E-30,185.7384012,0.000999001,LT_BL,TLS,0
wc_r.permres.192,HostRobustness,-0.100386108,1.21E-28,172.2045214,0.000999001,LT_BL,DHS,0
wc_r.permres.202,HostRobustness,0.094735843,6.26E-40,283.4452021,0.000999001,LT_BL,DLS,0
wc_r.permres.213,HostRobustness,0.067312469,4.57E-51,426.3754739,0.000999001,LT_SL,LT_HL,0
wc_r.permres.222,HostRobustness,0.013741978,0.177367024,1.832707913,0.185814186,LT_SL,RS,0.93
wc_r.permres.232,HostRobustness,0.088637272,1.13E-29,181.1552504,0.000999001,LT_SL,TLS,0
wc_r.permres.242,HostRobustness,-0.103035553,3.08E-30,186.1748162,0.000999001,LT_SL,DHS,0
wc_r.permres.252,HostRobustness,0.092086398,1.01E-39,281.0969538,0.000999001,LT_SL,DLS,0
wc_r.permres.262,HostRobustness,-0.053570491,8.22E-08,31.05399664,0.000999001,LT_HL,RS,0
wc_r.permres.272,HostRobustness,0.021324803,0.0002537,13.88857854,0.001998002,LT_HL,TLS,0.009
wc_r.permres.282,HostRobustness,-0.170348022,6.70E-63,625.4419089,0.000999001,LT_HL,DHS,0
wc_r.permres.292,HostRobustness,0.024773929,7.02E-08,31.40903441,0.000999001,LT_HL,DLS,0
wc_r.permres.302,HostRobustness,0.074895294,2.22E-10,44.8186227,0.000999001,RS,TLS,0
wc_r.permres.312,HostRobustness,-0.116777531,4.98E-19,98.24224306,0.000999001,RS,DHS,0
wc_r.permres.322,HostRobustness,0.07834442,3.81E-12,54.82491702,0.000999001,RS,DLS,0
wc_r.permres.332,HostRobustness,-0.191672826,1.39E-53,464.225704,0.000999001,TLS,DHS,0
wc_r.permres.342,HostRobustness,0.003449125,0.633885482,0.227539803,0.643356643,TLS,DLS,1
wc_r.permres.352,HostRobustness,0.195121951,2.48E-60,577.4066991,0.000999001,DHS,DLS,0
ec_r.permres,TotalRobustness,0.04526396,1.76E-11,51.00610839,0.000999001,bleach,RL,0
ec_r.permres.1,TotalRobustness,0.071278826,6.60E-22,118.6343912,0.000999001,bleach,LT_BL,0
ec_r.permres.2,TotalRobustness,0.071755289,1.36E-22,123.7145433,0.000999001,bleach,LT_SL,0
ec_r.permres.3,TotalRobustness,0.136935392,3.10E-63,631.9267607,0.000999001,bleach,LT_HL,0
ec_r.permres.4,TotalRobustness,0.382592434,2.01E-121,3049.645797,0.000999001,bleach,RB,0
ec_r.permres.5,TotalRobustness,0.460622737,9.62E-150,6116.527793,0.000999001,bleach,TLB,0
ec_r.permres.6,TotalRobustness,0.428173242,1.15E-149,6104.879813,0.000999001,bleach,DHB,0
ec_r.permres.7,TotalRobustness,0.403425767,1.97E-142,5120.296039,0.000999001,bleach,DLB,0
ec_r.permres.8,TotalRobustness,0.026014866,2.44E-07,28.61850055,0.000999001,RL,LT_BL,0
ec_r.permres.9,TotalRobustness,0.026491328,7.45E-08,31.27356512,0.000999001,RL,LT_SL,0
ec_r.permres.10,TotalRobustness,0.091671431,3.83E-71,800.7267269,0.000999001,RL,LT_HL,0
ec_r.permres.11,TotalRobustness,0.337328473,7.87E-132,3948.33981,0.000999001,RL,RB,0
ec_r.permres.12,TotalRobustness,0.415358776,1.34E-174,11123.09585,0.000999001,RL,TLB,0
ec_r.permres.13,TotalRobustness,0.382909281,9.56E-183,13510.49683,0.000999001,RL,DHB,0
ec_r.permres.14,TotalRobustness,0.358161807,7.09E-171,10174.85305,0.000999001,RL,DLB,0
ec_r.permres.15,TotalRobustness,0.000476463,0.924328163,0.009045063,0.932067932,LT_BL,LT_SL,0.935
ec_r.permres.16,TotalRobustness,0.065656566,1.06E-43,327.7397534,0.000999001,LT_BL,LT_HL,0
ec_r.permres.17,TotalRobustness,0.311313608,8.33E-122,3078.866005,0.000999001,LT_BL,RB,0
ec_r.permres.18,TotalRobustness,0.389343911,1.32E-162,8343.546881,0.000999001,LT_BL,TLB,0
ec_r.permres.19,TotalRobustness,0.356894416,1.08E-167,9427.884077,0.000999001,LT_BL,DHB,0
ec_r.permres.20,TotalRobustness,0.332146941,1.22E-156,7226.818019,0.000999001,LT_BL,DLB,0
ec_r.permres.21,TotalRobustness,0.065180103,6.41E-46,355.657079,0.000999001,LT_SL,LT_HL,0
ec_r.permres.22,TotalRobustness,0.310837145,2.99E-123,3191.914823,0.000999001,LT_SL,RB,0
ec_r.permres.23,TotalRobustness,0.388867448,2.29E-165,8915.810225,0.000999001,LT_SL,TLB,0
ec_r.permres.24,TotalRobustness,0.356417953,1.72E-171,10325.78218,0.000999001,LT_SL,DHB,0
ec_r.permres.25,TotalRobustness,0.331670478,6.11E-160,7825.184882,0.000999001,LT_SL,DLB,0
ec_r.permres.26,TotalRobustness,0.245657042,1.67E-124,3293.207538,0.000999001,LT_HL,RB,0
ec_r.permres.27,TotalRobustness,0.323687345,4.42E-201,20890.76556,0.000999001,LT_HL,TLB,0
ec_r.permres.28,TotalRobustness,0.29123785,3.62E-304,237432.2654,0.000999001,LT_HL,DHB,0
ec_r.permres.29,TotalRobustness,0.266490375,3.52E-221,33617.39815,0.000999001,LT_HL,DLB,0
ec_r.permres.30,TotalRobustness,0.078030303,7.19E-38,260.8697761,0.000999001,RB,TLB,0
ec_r.permres.31,TotalRobustness,0.045580808,6.99E-21,111.2089479,0.000999001,RB,DHB,0
ec_r.permres.32,TotalRobustness,0.020833333,7.30E-06,21.2370256,0.000999001,RB,DLB,0
ec_r.permres.33,TotalRobustness,-0.032449495,2.53E-31,195.9910979,0.000999001,TLB,DHB,0
ec_r.permres.34,TotalRobustness,-0.05719697,3.04E-53,458.9757623,0.000999001,TLB,DLB,0
ec_r.permres.35,TotalRobustness,-0.024747475,1.20E-36,247.9757608,0.000999001,DHB,DLB,0
ec_r.permres1,SymbiontRobustness,-0.089289118,5.66E-17,84.5126355,0.000999001,bleach,RL,0
ec_r.permres.110,SymbiontRobustness,0.062035449,1.34E-08,35.17467542,0.000999001,bleach,LT_BL,0
ec_r.permres.210,SymbiontRobustness,0.042214599,0.0026353,9.280210962,0.002997003,bleach,LT_SL,0.014
ec_r.permres.36,SymbiontRobustness,-0.035925291,1.64E-05,19.52622489,0.000999001,bleach,LT_HL,0
ec_r.permres.41,SymbiontRobustness,-0.072970269,1.79E-08,34.51139576,0.000999001,bleach,RH,0
ec_r.permres.51,SymbiontRobustness,0.077282257,7.32E-18,90.36022318,0.000999001,bleach,TLH,0
ec_r.permres.61,SymbiontRobustness,-0.019434915,0.05225006,3.813986225,0.045954046,bleach,DHH,0.135
ec_r.permres.71,SymbiontRobustness,-0.048222794,4.52E-08,32.40422542,0.000999001,bleach,DLH,0
ec_r.permres.81,SymbiontRobustness,0.151324566,4.52E-43,320.045627,0.000999001,RL,LT_BL,0
ec_r.permres.91,SymbiontRobustness,0.131503716,5.14E-21,112.169363,0.000999001,RL,LT_SL,0
ec_r.permres.101,SymbiontRobustness,0.053363827,2.08E-19,100.8446157,0.000999001,RL,LT_HL,0
ec_r.permres.111,SymbiontRobustness,0.016318849,0.132048698,2.287284057,0.144855145,RL,RH,0.244
ec_r.permres.121,SymbiontRobustness,0.166571374,2.77E-78,982.5609902,0.000999001,RL,TLH,0
ec_r.permres.131,SymbiontRobustness,0.069854202,3.08E-16,79.7637045,0.000999001,RL,DHH,0
ec_r.permres.141,SymbiontRobustness,0.041066324,2.94E-11,49.74052879,0.000999001,RL,DLH,0
ec_r.permres.151,SymbiontRobustness,-0.01982085,0.12922438,2.321309609,0.122877123,LT_BL,LT_SL,0.244
ec_r.permres.161,SymbiontRobustness,-0.097960739,5.02E-34,221.5669676,0.000999001,LT_BL,LT_HL,0
ec_r.permres.171,SymbiontRobustness,-0.135005718,1.52E-24,138.6038239,0.000999001,LT_BL,RH,0
ec_r.permres.181,SymbiontRobustness,0.015246808,0.021550704,5.367335587,0.020979021,LT_BL,TLH,0.08
ec_r.permres.191,SymbiontRobustness,-0.081470364,2.32E-17,87.04992741,0.000999001,LT_BL,DHH,0
ec_r.permres.201,SymbiontRobustness,-0.110258243,1.14E-36,248.2139769,0.000999001,LT_BL,DLH,0
ec_r.permres.211,SymbiontRobustness,-0.078139889,4.90E-11,48.48515172,0.000999001,LT_SL,LT_HL,0
ec_r.permres.221,SymbiontRobustness,-0.115184868,2.33E-13,61.96254988,0.000999001,LT_SL,RH,0
ec_r.permres.231,SymbiontRobustness,0.035067658,0.002048625,9.765099921,0.000999001,LT_SL,TLH,0
ec_r.permres.241,SymbiontRobustness,-0.061649514,2.08E-06,23.92316557,0.000999001,LT_SL,DHH,0
ec_r.permres.251,SymbiontRobustness,-0.090437393,2.16E-13,62.15055202,0.000999001,LT_SL,DLH,0
ec_r.permres.261,SymbiontRobustness,-0.037044978,0.000111202,15.5610785,0.000999001,LT_HL,RH,0
ec_r.permres.271,SymbiontRobustness,0.113207547,0,2.69E+30,0.000999001,LT_HL,TLH,0
ec_r.permres.281,SymbiontRobustness,0.016490375,0.004509432,8.256054546,0.005994006,LT_HL,DHH,0.03
ec_r.permres.291,SymbiontRobustness,-0.012297503,5.86E-07,26.68897686,0.000999001,LT_HL,DLH,0
ec_r.permres.301,SymbiontRobustness,0.150252525,2.07E-37,255.9909245,0.000999001,RH,TLH,0
ec_r.permres.311,SymbiontRobustness,0.053535354,2.35E-06,23.66134474,0.000999001,RH,DHH,0
ec_r.permres.321,SymbiontRobustness,0.024747475,0.011394738,6.525270733,0.007992008,RH,DLH,0.035
ec_r.permres.331,SymbiontRobustness,-0.096717172,5.59E-40,284.0001976,0.000999001,TLH,DHH,0
ec_r.permres.341,SymbiontRobustness,-0.125505051,9.94E-118,2779.844051,0.000999001,TLH,DLH,0
ec_r.permres.351,SymbiontRobustness,-0.028787879,6.55E-06,21.46795671,0.000999001,DHH,DLH,0
ec_r.permres2,HostRobustness,0.075566991,2.02E-30,187.8168071,0.000999001,bleach,RL,0
ec_r.permres.112,HostRobustness,0.061940156,1.85E-25,145.8189528,0.000999001,bleach,LT_BL,0
ec_r.permres.212,HostRobustness,0.073089384,1.03E-25,147.852246,0.000999001,bleach,LT_SL,0
ec_r.permres.37,HostRobustness,0.207070707,1.42E-114,2567.205399,0.000999001,bleach,LT_HL,0
ec_r.permres.42,HostRobustness,0.08651134,1.42E-13,63.23998313,0.000999001,bleach,RS,0
ec_r.permres.52,HostRobustness,0.178430532,8.88E-51,422.1833274,0.000999001,bleach,TLS,0
ec_r.permres.62,HostRobustness,0.076157804,1.54E-12,57.11909515,0.000999001,bleach,DHS,0
ec_r.permres.72,HostRobustness,0.059743663,9.23E-22,117.5687812,0.000999001,bleach,DLS,0
ec_r.permres.82,HostRobustness,-0.013626834,0.005257363,7.96617163,0.007992008,RL,LT_BL,0.105
